t,x,y,yaw
1785861117.044430,-2.249089,-2.209063,-1.914311
1785861117.144536,-2.249096,-2.209085,-1.926474
1785861117.324736,-2.249104,-2.209106,-1.937851
1785861117.444451,-2.248973,-2.211668,-1.938386
1785861117.524473,-2.248200,-2.226832,-1.942063
1785861117.644807,-2.248206,-2.226848,-1.942519
1785861117.824455,-2.248206,-2.226848,-1.944642
1785861117.924572,-2.247914,-2.223261,-1.941299
1785861118.025366,-2.247909,-2.223247,-1.943692
1785861118.144420,-2.247909,-2.223247,-1.943933
1785861118.324437,-2.249057,-2.211679,-1.947112
1785861118.424499,-2.249057,-2.211679,-1.929905
1785861118.524554,-2.249109,-2.211829,-1.887428
1785861118.644391,-2.249236,-2.212273,-1.805560
1785861118.744698,-2.249308,-2.212658,-1.709582
1785861118.924410,-2.248743,-2.215207,-1.523003
1785861119.024462,-2.248724,-2.215350,-1.427530
1785861119.104414,-2.251666,-2.243756,-1.346490
1785861119.224568,-2.251728,-2.243546,-1.226770
1785861119.325741,-2.251837,-2.243283,-1.117830
1785861119.446759,-2.251353,-2.244370,-0.989096
1785861119.624444,-2.240685,-2.258236,-0.785738
1785861119.724511,-2.225740,-2.271852,-0.653021
1785861119.824475,-2.205614,-2.285990,-0.534440
1785861119.924426,-2.181924,-2.299033,-0.433506
1785861120.024441,-2.155992,-2.310152,-0.347727
1785861120.104461,-2.135243,-2.317289,-0.290100
1785861120.146807,-2.124490,-2.320443,-0.261497
1785861120.224445,-2.105070,-2.325307,-0.211783
1785861120.324436,-2.079646,-2.330147,-0.151438
1785861120.424443,-2.054236,-2.333592,-0.100063
1785861120.524482,-2.028959,-2.335737,-0.054635
1785861120.624520,-2.003102,-2.336996,-0.020984
1785861120.724418,-1.977801,-2.337205,0.011899
1785861120.824455,-1.952491,-2.336603,0.043050
1785861120.925259,-1.926301,-2.335209,0.072140
1785861121.024440,-1.900764,-2.333025,0.101916
1785861121.124570,-1.876085,-2.330308,0.124409
1785861121.224504,-1.851583,-2.327145,0.141608
1785861121.324476,-1.826875,-2.323578,0.155542
1785861121.424608,-1.802027,-2.319601,0.167376
1785861121.524413,-1.752932,-2.291053,0.211117
1785861121.544450,-1.739892,-2.281380,0.225417
1785861121.624457,-1.719944,-2.276833,0.228577
1785861121.684701,-1.705327,-2.273482,0.228523
1785861121.744489,-1.691028,-2.270199,0.227488
1785861121.824400,-1.671966,-2.265817,0.226247
1785861121.925695,-1.646947,-2.260094,0.225010
1785861122.024462,-1.622711,-2.254577,0.222587
1785861122.124459,-1.598176,-2.249045,0.220130
1785861122.224425,-1.572916,-2.243435,0.218289
1785861122.324420,-1.548108,-2.237931,0.216954
1785861122.424434,-1.523597,-2.232459,0.219036
1785861122.504581,-1.503633,-2.227951,0.222586
1785861122.544857,-1.493391,-2.225610,0.224765
1785861122.626150,-1.472566,-2.220723,0.232119
1785861122.724526,-1.447557,-2.214574,0.245068
1785861122.824481,-1.422086,-2.208012,0.258964
1785861122.924489,-1.397583,-2.201392,0.271093
1785861123.024413,-1.373076,-2.194420,0.284439
1785861123.124516,-1.348827,-2.187221,0.296780
1785861123.224612,-1.324264,-2.179465,0.313463
1785861123.324488,-1.300181,-2.171402,0.332502
1785861123.424645,-1.276243,-2.162834,0.355292
1785861123.504609,-1.256933,-2.155438,0.376337
1785861123.544494,-1.247344,-2.151566,0.388443
1785861123.604645,-1.232969,-2.145481,0.408971
1785861123.644293,-1.223609,-2.141358,0.422632
1785861123.684833,-1.214177,-2.137044,0.436728
1785861123.744548,-1.200225,-2.130402,0.457607
1785861123.824408,-1.181640,-2.120962,0.486868
1785861123.924429,-1.159008,-2.108563,0.522050
1785861124.024409,-1.137437,-2.095832,0.553630
1785861124.124487,-1.115826,-2.082126,0.585084
1785861124.224565,-1.095121,-2.068110,0.613563
1785861124.324455,-1.074919,-2.053416,0.646845
1785861124.424449,-1.054340,-2.037402,0.682543
1785861124.524530,-1.033858,-2.020321,0.715028
1785861124.624376,-1.014328,-2.002909,0.748399
1785861124.704368,-0.999346,-1.988815,0.771600
1785861124.744543,-0.991902,-1.981565,0.782518
1785861124.824410,-0.977382,-1.967021,0.801525
1785861124.924427,-0.959914,-1.948794,0.821579
1785861125.024432,-0.942765,-1.930304,0.836132
1785861125.124498,-0.925587,-1.911178,0.848445
1785861125.224450,-0.908380,-1.891656,0.856166
1785861125.324414,-0.891419,-1.872175,0.860107
1785861125.424510,-0.874567,-1.852552,0.863988
1785861125.524580,-0.858226,-1.833373,0.867429
1785861125.624683,-0.842194,-1.814423,0.870931
1785861125.725587,-0.825752,-1.794895,0.873607
1785861125.824750,-0.809633,-1.775610,0.876309
1785861125.924471,-0.793379,-1.756194,0.875510
1785861126.024483,-0.776551,-1.736151,0.872608
1785861126.124428,-0.759382,-1.715781,0.868922
1785861126.224506,-0.742653,-1.696192,0.862033
1785861126.324404,-0.725988,-1.676831,0.856389
1785861126.424465,-0.709065,-1.657460,0.849271
1785861126.524430,-0.692294,-1.638440,0.844161
1785861126.624470,-0.675707,-1.619932,0.836589
1785861126.724432,-0.658345,-1.601287,0.815832
1785861126.824460,-0.640531,-1.583369,0.776661
1785861126.924843,-0.622186,-1.566264,0.729673
1785861127.024580,-0.602531,-1.549608,0.676256
1785861127.124591,-0.582127,-1.533993,0.622735
1785861127.224472,-0.561482,-1.519790,0.571595
1785861127.324430,-0.540486,-1.506693,0.527364
1785861127.424484,-0.519544,-1.494869,0.486712
1785861127.524423,-0.498528,-1.484103,0.448041
1785861127.624477,-0.476399,-1.473873,0.408490
1785861127.724558,-0.452522,-1.463928,0.369670
1785861127.824608,-0.428505,-1.454965,0.334976
1785861127.924439,-0.404566,-1.446866,0.305647
1785861128.024406,-0.380681,-1.439553,0.278413
1785861128.124479,-0.356871,-1.432978,0.252653
1785861128.224703,-0.332657,-1.426939,0.227851
1785861128.324437,-0.307626,-1.421463,0.199706
1785861128.424456,-0.282812,-1.416746,0.171389
1785861128.524433,-0.258154,-1.412774,0.143385
1785861128.624458,-0.232776,-1.409294,0.118825
1785861128.724373,-0.208057,-1.406495,0.098322
1785861128.824431,-0.183623,-1.404275,0.077319
1785861128.924487,-0.158670,-1.402511,0.057364
1785861129.024496,-0.133390,-1.401225,0.038330
1785861129.124486,-0.108168,-1.400376,0.022587
1785861129.224559,-0.082930,-1.399865,0.010582
1785861129.324528,-0.057219,-1.399569,0.003448
1785861129.424541,-0.032273,-1.399456,-0.000097
1785861129.524398,-0.007285,-1.399261,0.004923
1785861129.624578,0.017843,-1.398954,0.014087
1785861129.724474,0.042586,-1.398332,0.030164
1785861129.824456,0.067685,-1.397204,0.053944
1785861129.904582,0.088416,-1.395748,0.079475
1785861129.944462,0.098931,-1.394845,0.092252
1785861130.024472,0.119543,-1.392723,0.117296
1785861130.124570,0.145066,-1.389389,0.148445
1785861130.224538,0.170916,-1.385199,0.179321
1785861130.324413,0.196209,-1.380314,0.208916
1785861130.424498,0.221130,-1.374767,0.237176
1785861130.524480,0.245371,-1.368619,0.265516
1785861130.624494,0.269087,-1.361895,0.293150
1785861130.724308,0.292831,-1.354397,0.323083
1785861130.824706,0.317097,-1.345871,0.356292
1785861130.924576,0.341268,-1.336474,0.389956
1785861131.024622,0.365053,-1.326333,0.422894
1785861131.124464,0.388153,-1.315572,0.455989
1785861131.224541,0.410982,-1.304054,0.486702
1785861131.324426,0.433384,-1.291925,0.514817
1785861131.424529,0.455473,-1.279117,0.542680
1785861131.524457,0.476812,-1.265895,0.571558
1785861131.624434,0.497708,-1.252042,0.602803
1785861131.724421,0.518523,-1.237185,0.639188
1785861131.824503,0.539002,-1.221288,0.681909
1785861131.924450,0.558896,-1.204444,0.726900
1785861132.024467,0.577458,-1.187281,0.772160
1785861132.124426,0.594692,-1.169999,0.812567
1785861132.224471,0.611620,-1.151587,0.852852
1785861132.324490,0.628078,-1.132160,0.892988
1785861132.424627,0.643808,-1.112046,0.931660
1785861132.524365,0.658425,-1.091653,0.970859
1785861132.624767,0.672410,-1.070589,1.009566
1785861132.724525,0.685356,-1.049269,1.047872
1785861132.825720,0.697952,-1.026641,1.086625
1785861132.924448,0.709404,-1.004186,1.121561
