t,x,y,yaw
1785416857.956970,-2.180929,-2.000740,-2.188038
1785416858.136637,-2.180929,-2.000740,-2.188038
1785416858.236679,-2.180929,-2.000740,-2.188038
1785416858.356657,-2.180929,-2.000740,-2.188038
1785416858.537089,-2.180929,-2.000740,-2.188038
1785416858.656528,-2.180929,-2.000740,-2.188038
1785416858.836498,-2.180935,-2.000748,-2.199074
1785416858.958700,-2.181198,-2.001087,-2.265979
1785416859.136491,-2.181397,-2.001283,-2.480420
1785416859.256509,-2.181324,-2.001232,-2.628750
1785416859.356561,-2.181250,-2.001195,-2.737321
1785416859.456618,-2.181320,-2.001229,-2.837737
1785416859.656539,-2.181703,-2.001308,-3.042012
1785416859.836514,-2.180252,-2.003085,2.962011
1785416859.956479,-2.182488,-2.001679,2.803178
1785416860.056487,-2.184133,-2.001097,2.696440
1785416860.159541,-2.187279,-1.999517,2.586976
1785416860.296512,-2.193054,-1.995434,2.436802
1785416860.436571,-2.199125,-1.989566,2.284147
1785416860.556962,-2.205985,-1.980957,2.152852
1785416860.636816,-2.211600,-1.971961,2.055354
1785416860.736496,-2.218598,-1.956990,1.931340
1785416860.796485,-2.222031,-1.947204,1.863063
1785416860.856537,-2.224754,-1.937411,1.800017
1785416860.936441,-2.227421,-1.924333,1.720434
1785416861.036507,-2.229218,-1.907975,1.622318
1785416861.136390,-2.229431,-1.889769,1.518493
1785416861.236521,-2.227446,-1.868080,1.411118
1785416861.336505,-2.222530,-1.844235,1.303291
1785416861.436535,-2.212679,-1.819052,1.189025
1785416861.536409,-2.202130,-1.795294,1.094000
1785416861.597131,-2.194704,-1.781494,1.040029
1785416861.656923,-2.186659,-1.768320,0.987897
1785416861.736522,-2.175033,-1.751667,0.919607
1785416861.836488,-2.159165,-1.732159,0.838622
1785416861.936486,-2.135894,-1.716608,0.728386
1785416861.997003,-2.122973,-1.707399,0.677252
1785416862.056661,-2.111233,-1.698058,0.642963
1785416862.136537,-2.094777,-1.685948,0.603173
1785416862.236390,-2.073627,-1.671790,0.560693
1785416862.336483,-2.052130,-1.658724,0.522125
