t,x,y,yaw
1785415447.654285,1.119578,0.743118,-0.205478
1785415447.754435,1.119731,0.743088,-0.191291
1785415447.874371,1.119714,0.743091,-0.200248
1785415447.974697,1.119714,0.743091,-0.200248
1785415448.114329,1.119714,0.743091,-0.200248
1785415448.254230,1.119714,0.743091,-0.200248
1785415448.354401,1.119714,0.743091,-0.200248
1785415448.474979,1.119714,0.743091,-0.200248
1785415448.614128,1.119686,0.743097,-0.200041
1785415448.714284,1.119548,0.743124,-0.187054
1785415448.814371,1.119483,0.743133,-0.137361
1785415448.954452,1.119618,0.743121,-0.010045
1785415449.074363,1.119750,0.743132,0.121581
1785415449.174425,1.119807,0.743139,0.226374
1785415449.275000,1.119847,0.743151,0.330616
1785415449.414726,1.120007,0.743211,0.472780
1785415449.515350,1.120160,0.743311,0.574973
1785415449.654197,1.123108,0.745258,0.717478
1785415449.754168,1.130661,0.751986,0.819331
1785415449.854233,1.142475,0.765645,0.945925
1785415449.914206,1.150298,0.777014,1.024477
1785415449.954104,1.155414,0.785607,1.074365
1785415450.014378,1.162721,0.799725,1.145215
1785415450.054217,1.167089,0.809537,1.188757
1785415450.114259,1.172926,0.824832,1.251078
1785415450.154298,1.176350,0.835315,1.290576
1785415450.215155,1.180624,0.851306,1.348079
1785415450.254102,1.182848,0.861536,1.382956
1785415450.314173,1.185453,0.877093,1.436748
1785415450.354033,1.186710,0.887304,1.471858
1785415450.414353,1.187861,0.902280,1.524487
1785415450.474692,1.188324,0.917224,1.573869
1785415450.554103,1.187839,0.936964,1.636587
1785415450.614169,1.186646,0.952076,1.681376
1785415450.654147,1.185486,0.962253,1.709518
1785415450.714141,1.183277,0.977073,1.746346
1785415450.754146,1.181592,0.987270,1.767474
1785415450.814371,1.178505,1.002635,1.794101
1785415450.854075,1.176237,1.012744,1.809919
1785415450.914316,1.172537,1.027994,1.828435
1785415450.954214,1.169971,1.038058,1.836681
1785415451.014307,1.165896,1.053079,1.848223
1785415451.054133,1.163069,1.063110,1.855797
1785415451.114324,1.158656,1.078059,1.866165
1785415451.154092,1.155665,1.087879,1.871593
1785415451.217822,1.150834,1.103530,1.877669
1785415451.274378,1.146532,1.117099,1.881448
1785415451.354105,1.140456,1.135979,1.886854
1785415451.414197,1.135909,1.149734,1.891056
1785415451.474863,1.131146,1.164068,1.894988
1785415451.556749,1.124518,1.183867,1.898011
1785415451.614490,1.119724,1.198037,1.898952
1785415451.654157,1.116399,1.207838,1.899700
1785415451.714214,1.111392,1.222537,1.899947
1785415451.754112,1.108084,1.232281,1.898973
1785415451.814350,1.103148,1.246988,1.895127
1785415451.854228,1.099904,1.256717,1.892375
1785415451.914449,1.095106,1.271124,1.889332
1785415451.954164,1.091968,1.280695,1.886940
1785415452.014389,1.087338,1.294920,1.882942
1785415452.074491,1.082758,1.309209,1.878753
1785415452.154214,1.076672,1.328408,1.874443
1785415452.214842,1.072018,1.343194,1.872857
1785415452.254164,1.068995,1.352823,1.872386
1785415452.314208,1.064344,1.367679,1.872652
1785415452.354109,1.061294,1.377395,1.873231
1785415452.423180,1.055871,1.394794,1.873653
1785415452.474768,1.051906,1.407404,1.874522
1785415452.554175,1.045918,1.426312,1.877244
1785415452.614326,1.041415,1.440548,1.878361
1785415452.674372,1.036898,1.454901,1.877574
1785415452.714176,1.033840,1.464653,1.876376
1785415452.754201,1.030730,1.474473,1.876516
1785415452.814287,1.025924,1.489557,1.878434
1785415452.854124,1.022751,1.499441,1.880364
1785415452.914246,1.018043,1.514115,1.882180
1785415452.954163,1.014943,1.523753,1.883116
1785415453.014324,1.010251,1.538168,1.885968
1785415453.074571,1.005577,1.552380,1.889596
1785415453.154265,0.999341,1.571212,1.893145
1785415453.214214,0.994530,1.585559,1.896206
1785415453.254130,0.991287,1.595148,1.898384
1785415453.314346,0.986350,1.609611,1.901818
1785415453.354107,0.983043,1.619265,1.903225
1785415453.414623,0.977855,1.634265,1.905873
1785415453.454244,0.974390,1.644211,1.907594
1785415453.514322,0.969211,1.659049,1.908766
1785415453.554195,0.965811,1.668794,1.908607
1785415453.614335,0.960688,1.683401,1.908898
1785415453.654348,0.957239,1.693079,1.911284
1785415453.714306,0.952008,1.707596,1.916596
1785415453.755317,0.948357,1.717610,1.920845
1785415453.814284,0.943133,1.731805,1.926356
1785415453.854092,0.939584,1.741298,1.930421
1785415453.914343,0.934098,1.755671,1.938390
1785415453.954167,0.930397,1.765200,1.943889
1785415454.014350,0.924672,1.779592,1.953575
1785415454.054235,0.920690,1.789339,1.961461
1785415454.114311,0.914659,1.803704,1.973912
1785415454.154132,0.910597,1.813203,1.981267
1785415454.214295,0.904457,1.827295,1.990084
1785415454.254176,0.900337,1.836502,1.996391
1785415454.314313,0.894070,1.850237,2.005455
1785415454.355017,0.889824,1.859347,2.011514
1785415454.414560,0.883493,1.872676,2.020426
1785415454.474600,0.876929,1.886095,2.031300
1785415454.514320,0.872402,1.895097,2.040216
1785415454.554241,0.867771,1.904053,2.050670
1785415454.614178,0.860600,1.917553,2.067047
1785415454.654207,0.855660,1.926571,2.078311
1785415454.714328,0.848172,1.939751,2.097003
1785415454.754300,0.842940,1.948670,2.109228
1785415454.814385,0.834979,1.961846,2.126706
1785415454.854166,0.829648,1.970373,2.137876
1785415454.914387,0.821249,1.983408,2.155193
1785415454.954144,0.815546,1.991967,2.166777
1785415455.014318,0.806663,2.004925,2.183780
1785415455.054066,0.800646,2.013440,2.195023
1785415455.114251,0.791617,2.025785,2.212647
1785415455.174418,0.782604,2.037713,2.228911
1785415455.254092,0.770452,2.053230,2.249051
1785415455.314252,0.760823,2.065015,2.266431
1785415455.354378,0.754177,2.072929,2.278134
1785415455.414250,0.744129,2.084549,2.294979
1785415455.454107,0.737286,2.092223,2.306875
1785415455.514250,0.726808,2.103621,2.325468
1785415455.554204,0.719685,2.111128,2.338046
1785415455.614329,0.708751,2.122335,2.356366
1785415455.654179,0.701353,2.129708,2.368288
1785415455.714358,0.690126,2.140532,2.386109
1785415455.754174,0.682708,2.147488,2.397251
1785415455.814322,0.671404,2.157799,2.413817
1785415455.854175,0.663834,2.164507,2.424852
1785415455.914266,0.652325,2.174463,2.440524
1785415455.975618,0.640663,2.184261,2.454348
1785415456.054075,0.625757,2.196450,2.468182
1785415456.114507,0.613940,2.205868,2.478155
1785415456.175336,0.602070,2.215178,2.484962
1785415456.254120,0.586732,2.227039,2.490546
1785415456.314332,0.574946,2.236018,2.494376
1785415456.374425,0.563420,2.244762,2.496565
1785415456.454222,0.547880,2.256533,2.496511
1785415456.514170,0.535868,2.265652,2.494721
1785415456.554272,0.527542,2.272001,2.492543
1785415456.614325,0.515039,2.281573,2.488051
1785415456.654112,0.506640,2.288088,2.483111
1785415456.714346,0.493972,2.298004,2.474973
1785415456.754198,0.485763,2.304549,2.467501
1785415456.814348,0.473375,2.314610,2.454940
1785415456.854244,0.465271,2.321370,2.444326
1785415456.914420,0.453343,2.331603,2.425642
1785415456.958310,0.444854,2.339034,2.413626
1785415457.014333,0.434290,2.348547,2.398191
1785415457.078923,0.422510,2.359516,2.380088
1785415457.154131,0.408864,2.372716,2.359674
1785415457.214305,0.398032,2.383611,2.342497
1785415457.254305,0.390928,2.390962,2.330939
1785415457.314173,0.380572,2.401986,2.313796
1785415457.374740,0.370384,2.413199,2.296663
1785415457.454151,0.357386,2.428158,2.272175
1785415457.514369,0.347585,2.439956,2.252044
1785415457.554079,0.341182,2.447943,2.237963
1785415457.614338,0.331672,2.460275,2.214872
1785415457.654211,0.325680,2.468359,2.199552
1785415457.714291,0.316942,2.480572,2.177302
1785415457.774343,0.308704,2.492594,2.156749
1785415457.854079,0.298493,2.508348,2.128740
1785415457.915126,0.291460,2.519839,2.107291
1785415457.975464,0.285205,2.530484,2.088727
1785415458.054200,0.278051,2.543248,2.067346
1785415458.114382,0.273002,2.552658,2.050559
1785415458.175122,0.267763,2.562782,2.034111
1785415458.254186,0.260378,2.577781,2.010891
1785415458.314385,0.254154,2.591131,1.991640
1785415458.354413,0.250036,2.600380,1.978837
1785415458.414531,0.243943,2.614661,1.960443
1785415458.454235,0.240022,2.624278,1.948305
1785415458.514140,0.234256,2.639074,1.929832
1785415458.554148,0.230594,2.648917,1.917916
1785415458.614372,0.225246,2.663923,1.900912
1785415458.654179,0.221859,2.673877,1.889840
1785415458.714265,0.217130,2.688521,1.872925
1785415458.754427,0.214194,2.698099,1.861406
1785415458.814359,0.210073,2.712146,1.845001
1785415458.875979,0.206103,2.726504,1.829058
1785415458.935848,0.202527,2.740324,1.813875
1785415459.014523,0.198284,2.758253,1.791103
1785415459.075910,0.195137,2.772591,1.774143
1785415459.154380,0.191346,2.791566,1.753183
1785415459.214462,0.188648,2.806667,1.735899
1785415459.254140,0.186991,2.816842,1.724302
1785415459.314216,0.184682,2.832388,1.706706
1785415459.354151,0.183322,2.842568,1.695222
1785415459.414379,0.181497,2.857775,1.678622
1785415459.476912,0.179887,2.873385,1.661819
1785415459.554281,0.178298,2.892591,1.641006
1785415459.614315,0.177303,2.907439,1.626271
1785415459.674342,0.176522,2.922158,1.613244
1785415459.754243,0.175800,2.942006,1.594921
1785415459.814408,0.175476,2.957352,1.581481
1785415459.854372,0.175375,2.967660,1.573409
1785415459.914062,0.175339,2.982980,1.563004
1785415459.954088,0.175442,2.993159,1.555814
1785415460.014402,0.175734,3.008238,1.544392
1785415460.077317,0.176191,3.023855,1.533601
1785415460.154150,0.176968,3.042992,1.521556
1785415460.220049,0.177818,3.059643,1.511864
1785415460.274927,0.178669,3.073649,1.504030
1785415460.314329,0.179350,3.083854,1.498470
1785415460.354153,0.180080,3.093956,1.493837
1785415460.416232,0.181302,3.109909,1.487981
1785415460.474354,0.182533,3.124956,1.483859
1785415460.514305,0.183414,3.135361,1.481936
1785415460.574338,0.184739,3.150505,1.480027
1785415460.614373,0.185665,3.160995,1.479472
1785415460.674566,0.187036,3.176088,1.478943
1785415460.754083,0.188835,3.195902,1.479557
1785415460.814404,0.190159,3.211094,1.482547
1785415460.854128,0.191011,3.221102,1.485159
1785415460.914379,0.192265,3.236171,1.489108
1785415460.975032,0.193480,3.251238,1.492780
1785415461.054171,0.194867,3.271090,1.503579
1785415461.114309,0.195766,3.286383,1.514947
1785415461.158038,0.196314,3.297572,1.524605
1785415461.214237,0.196879,3.312007,1.537582
1785415461.254171,0.197169,3.322212,1.547388
1785415461.314339,0.197387,3.337273,1.564326
1785415461.354079,0.197382,3.347367,1.576727
1785415461.414341,0.197147,3.362850,1.596386
1785415461.454144,0.196824,3.373014,1.610159
1785415461.514340,0.196052,3.388547,1.632572
1785415461.554052,0.195379,3.398816,1.647349
1785415461.614217,0.194040,3.414542,1.669970
1785415461.654093,0.192952,3.425009,1.685174
1785415461.714262,0.191055,3.440637,1.706902
1785415461.754741,0.189580,3.451053,1.722081
1785415461.814372,0.187089,3.466507,1.745245
1785415461.854159,0.185227,3.476785,1.760770
1785415461.914390,0.182190,3.492053,1.782683
1785415461.954224,0.180022,3.501958,1.797241
1785415462.014478,0.176445,3.516959,1.819730
1785415462.054131,0.173870,3.526860,1.835556
1785415462.114409,0.169718,3.541527,1.860753
1785415462.154092,0.166656,3.551704,1.877397
1785415462.214333,0.161761,3.566664,1.902520
1785415462.254215,0.158374,3.576383,1.918424
1785415462.314400,0.152935,3.591081,1.942064
1785415462.354234,0.149126,3.600758,1.957755
1785415462.414293,0.143082,3.615248,1.981703
1785415462.454189,0.138922,3.624749,1.996726
1785415462.514314,0.132426,3.638867,2.018167
1785415462.556183,0.127743,3.648524,2.033190
1785415462.614282,0.121236,3.661296,2.054188
1785415462.676217,0.114380,3.674086,2.076355
1785415462.754170,0.105833,3.689148,2.103590
1785415462.814296,0.099079,3.700417,2.125101
1785415462.874430,0.092113,3.711505,2.146661
1785415462.954178,0.082101,3.726588,2.176498
1785415463.014792,0.073698,3.738543,2.200366
1785415463.074325,0.064732,3.750720,2.223087
1785415463.114346,0.058290,3.759120,2.238567
1785415463.154181,0.051698,3.767407,2.254326
1785415463.215485,0.041179,3.780053,2.279649
1785415463.254106,0.034383,3.787940,2.294869
1785415463.314346,0.024010,3.799507,2.316453
1785415463.354070,0.017041,3.807027,2.330516
1785415463.415697,0.006118,3.818340,2.353081
