t,x,y,yaw
1785415321.555299,0.154621,0.273401,-0.271704
1785415321.676363,0.154761,0.273365,-0.242715
1785415321.814406,0.154624,0.273400,-0.244201
1785415321.954729,0.154624,0.273400,-0.244189
1785415322.074533,0.154609,0.273404,-0.244171
1785415322.174999,0.154602,0.273405,-0.244162
1785415322.314433,0.154602,0.273405,-0.244161
1785415322.414442,0.154602,0.273406,-0.244162
1785415322.554949,0.154602,0.273406,-0.244170
1785415322.675951,0.154901,0.273331,-0.241576
1785415322.814355,0.154817,0.273352,-0.194911
1785415322.914484,0.154854,0.273344,-0.115413
1785415323.054199,0.154928,0.273341,0.023132
1785415323.154232,0.155135,0.273352,0.128481
1785415323.276337,0.155234,0.273381,0.258522
1785415323.414402,0.155384,0.273428,0.397791
1785415323.554274,0.157177,0.274230,0.538547
1785415323.654883,0.161985,0.277135,0.643847
1785415323.754497,0.171386,0.284557,0.756203
1785415323.814328,0.178902,0.291855,0.833482
1785415323.874367,0.187561,0.301687,0.911104
1785415323.954335,0.199351,0.317853,1.006999
1785415324.014318,0.207392,0.331023,1.069141
1785415324.054458,0.212299,0.340072,1.106920
1785415324.114348,0.219080,0.354099,1.161234
1785415324.154477,0.223193,0.363774,1.196794
1785415324.214326,0.228743,0.378599,1.247926
1785415324.254371,0.232038,0.388654,1.280942
1785415324.314408,0.236255,0.403663,1.328264
1785415324.354236,0.238653,0.413653,1.357934
1785415324.414309,0.241784,0.428922,1.399643
1785415324.454232,0.243495,0.439073,1.424874
1785415324.514342,0.245624,0.454367,1.459763
1785415324.555217,0.246729,0.464645,1.482936
1785415324.614384,0.247853,0.479376,1.515594
1785415324.677266,0.248528,0.494762,1.547695
1785415324.755333,0.248819,0.514564,1.583193
1785415324.814353,0.248519,0.529607,1.610505
1785415324.854249,0.248074,0.539844,1.628488
1785415324.914353,0.247102,0.555376,1.652616
1785415324.954192,0.246258,0.565630,1.666936
1785415325.014442,0.244682,0.581279,1.687623
1785415325.054230,0.243440,0.591826,1.700393
1785415325.114510,0.241308,0.607864,1.717857
1785415325.154257,0.239757,0.618426,1.727622
1785415325.214370,0.237288,0.633940,1.739140
1785415325.257607,0.235444,0.644753,1.746333
1785415325.314377,0.232959,0.658551,1.754856
1785415325.378661,0.230101,0.673924,1.763039
1785415325.454901,0.226519,0.692361,1.770173
1785415325.514449,0.223618,0.706791,1.773926
1785415325.575588,0.220562,0.721633,1.777309
1785415325.654294,0.216545,0.740745,1.780670
1785415325.714365,0.213432,0.755603,1.780590
1785415325.755192,0.211283,0.765946,1.779704
