t,x,y,yaw
1785415385.414342,0.616118,0.508228,0.162507
1785415385.514430,0.616118,0.508228,0.162507
1785415385.654460,0.616118,0.508228,0.162507
1785415385.756437,0.616118,0.508228,0.162507
1785415385.874348,0.616118,0.508228,0.162507
1785415385.974524,0.616118,0.508228,0.162507
1785415386.114266,0.616110,0.508227,0.162521
1785415386.254289,0.616087,0.508223,0.180504
1785415386.354355,0.616169,0.508239,0.238257
1785415386.476239,0.616291,0.508279,0.359486
1785415386.580594,0.616426,0.508338,0.476723
1785415386.714379,0.621849,0.511421,0.617278
1785415386.814374,0.632088,0.519227,0.732395
1785415386.874341,0.639846,0.526470,0.808009
1785415386.954756,0.651657,0.539670,0.909606
1785415387.014299,0.660824,0.551816,0.980927
1785415387.054196,0.666817,0.560860,1.025826
1785415387.114302,0.675084,0.575084,1.089715
1785415387.154251,0.680027,0.584745,1.129326
1785415387.214368,0.686825,0.599733,1.186504
1785415387.255396,0.690905,0.610107,1.224016
1785415387.314365,0.696015,0.624957,1.274099
1785415387.354371,0.698955,0.634883,1.306850
1785415387.415166,0.702706,0.649870,1.356343
1785415387.474426,0.705545,0.664124,1.402378
1785415387.554369,0.708382,0.683514,1.462651
1785415387.614297,0.709790,0.698457,1.508044
1785415387.654235,0.710345,0.708515,1.537779
1785415387.714221,0.710658,0.723781,1.580727
1785415387.754217,0.710479,0.733870,1.608449
1785415387.814422,0.709737,0.749018,1.647075
1785415387.854363,0.708989,0.759598,1.670631
1785415387.914407,0.707256,0.775148,1.704437
1785415387.957000,0.705779,0.786263,1.725676
1785415388.014380,0.703497,0.800945,1.747554
1785415388.054246,0.701761,0.810943,1.759404
1785415388.114174,0.698883,0.826113,1.775536
1785415388.154196,0.696780,0.836406,1.785547
1785415388.214436,0.693398,0.851847,1.798512
1785415388.254180,0.691094,0.861994,1.804582
1785415388.314357,0.687489,0.877119,1.812512
1785415388.374303,0.683878,0.891455,1.820767
1785415388.454240,0.679044,0.910144,1.829581
1785415388.514300,0.675316,0.924149,1.836415
1785415388.574366,0.671374,0.938594,1.843176
1785415388.614400,0.668644,0.948470,1.846640
1785415388.654233,0.665856,0.958331,1.849649
1785415388.714363,0.661515,0.973470,1.854286
1785415388.754388,0.658566,0.983583,1.857250
1785415388.814438,0.654100,0.998792,1.859771
1785415388.854305,0.651135,1.008880,1.860344
1785415388.914454,0.646663,1.024013,1.860313
1785415388.954429,0.643738,1.033788,1.860290
1785415389.014295,0.639423,1.048289,1.859538
1785415389.074608,0.635175,1.062673,1.858119
1785415389.119133,0.632062,1.073287,1.856250
1785415389.176739,0.628025,1.087187,1.853443
1785415389.254315,0.622482,1.106385,1.850367
1785415389.314380,0.618282,1.120966,1.848759
1785415389.356868,0.615324,1.131291,1.848023
1785415389.414339,0.611303,1.145356,1.847855
1785415389.474329,0.607165,1.159902,1.847339
1785415389.514352,0.604266,1.170156,1.846706
1785415389.554361,0.601491,1.179894,1.846476
1785415389.614349,0.597393,1.194285,1.846826
1785415389.674305,0.593368,1.208538,1.846053
1785415389.754312,0.588030,1.227643,1.842968
1785415389.814357,0.583990,1.242289,1.839563
1785415389.854251,0.581279,1.252182,1.837664
1785415389.914311,0.577239,1.266957,1.835461
1785415389.954349,0.574575,1.276735,1.834573
1785415390.014515,0.570614,1.291386,1.833234
1785415390.074458,0.566708,1.305972,1.831500
1785415390.154325,0.561572,1.325198,1.830342
1785415390.214398,0.557765,1.339518,1.829573
1785415390.274487,0.553938,1.353914,1.829700
1785415390.315876,0.551282,1.363869,1.830588
1785415390.374362,0.547477,1.378140,1.831534
1785415390.414340,0.544825,1.388102,1.831678
1785415390.454429,0.542110,1.398275,1.832145
1785415390.514460,0.538007,1.413496,1.833974
1785415390.554219,0.535311,1.423476,1.835025
1785415390.614297,0.531312,1.438233,1.836217
1785415390.674278,0.527341,1.452724,1.838663
1785415390.714669,0.524617,1.462497,1.841724
1785415390.754370,0.521889,1.472201,1.845251
1785415390.814479,0.517697,1.486828,1.851671
1785415390.854378,0.514842,1.496510,1.857660
1785415390.914408,0.510407,1.511139,1.868370
1785415390.955596,0.507308,1.521062,1.876460
1785415391.014378,0.502678,1.535405,1.888990
1785415391.054243,0.499382,1.545301,1.897726
1785415391.114389,0.494181,1.560279,1.912527
1785415391.154355,0.490573,1.570165,1.924532
1785415391.214306,0.485047,1.584678,1.943385
1785415391.254280,0.481340,1.594133,1.954027
1785415391.314351,0.475616,1.608286,1.967600
1785415391.354465,0.471620,1.617821,1.976788
1785415391.414568,0.465463,1.631993,1.990600
1785415391.455543,0.461160,1.641608,1.999331
1785415391.515530,0.454634,1.655735,2.012692
1785415391.584029,0.446960,1.671683,2.029375
1785415391.654286,0.438640,1.688119,2.049565
1785415391.714315,0.431285,1.702096,2.065767
1785415391.754320,0.426354,1.711158,2.076178
1785415391.814272,0.418758,1.724707,2.092594
1785415391.854327,0.413648,1.733451,2.104819
1785415391.914478,0.405955,1.746278,2.121880
1785415391.974332,0.398117,1.758866,2.139335
1785415392.014533,0.392683,1.767295,2.151742
1785415392.074545,0.384289,1.779876,2.171010
1785415392.114339,0.378591,1.788094,2.184537
1785415392.156120,0.372518,1.796593,2.199645
1785415392.214308,0.363974,1.808147,2.219843
1785415392.274366,0.355000,1.819853,2.239219
1785415392.314400,0.348785,1.827721,2.251764
1785415392.374255,0.339241,1.839377,2.270795
1785415392.414347,0.332648,1.847172,2.282981
1785415392.454204,0.326060,1.854773,2.294305
1785415392.514361,0.315980,1.866092,2.310979
